"location","date","age_group","target","value","population"
"US","2023-08-12","75-130","inc hosp",48.012826,24006413
"US","2023-08-05","75-130","rate hosp",0.2,24006413
"US","2023-08-05","75-130","inc hosp",48.012826,24006413
"US","2023-07-29","75-130","rate hosp",0.2,24006413
"US","2023-07-29","75-130","inc hosp",48.012826,24006413
"US","2023-07-22","75-130","rate hosp",0.1,24006413
"US","2023-07-22","75-130","inc hosp",24.006413,24006413
"US","2023-07-15","75-130","rate hosp",0.1,24006413
"US","2023-07-15","75-130","inc hosp",24.006413,24006413
"US","2023-07-08","75-130","rate hosp",0.1,24006413
"US","2023-07-08","75-130","inc hosp",24.006413,24006413
"US","2023-07-01","75-130","rate hosp",0.1,24006413
"US","2023-07-01","75-130","inc hosp",24.006413,24006413
"US","2023-06-24","75-130","rate hosp",0.1,24006413
"US","2023-06-24","75-130","inc hosp",24.006413,24006413
"US","2023-06-17","75-130","rate hosp",0,24006413
"US","2023-06-17","75-130","inc hosp",0,24006413
"US","2023-06-10","75-130","rate hosp",0.1,24006413
"US","2023-06-10","75-130","inc hosp",24.006413,24006413
"US","2023-06-03","75-130","rate hosp",0.1,24006413
"US","2023-06-03","75-130","inc hosp",24.006413,24006413
"US","2023-05-27","75-130","rate hosp",0.1,24006413
"US","2023-05-27","75-130","inc hosp",24.006413,24006413
"US","2023-05-20","75-130","rate hosp",0.1,24006413
"US","2023-05-20","75-130","inc hosp",24.006413,24006413
"US","2023-05-13","75-130","rate hosp",0.2,24006413
"US","2023-05-13","75-130","inc hosp",48.012826,24006413
"US","2023-05-06","75-130","rate hosp",0.4,24006413
"US","2023-05-06","75-130","inc hosp",96.025652,24006413
"US","2023-04-29","75-130","rate hosp",0.1,24006413
"US","2023-04-29","75-130","inc hosp",24.006413,24006413
"US","2023-04-22","75-130","rate hosp",0.6,24006413
"US","2023-04-22","75-130","inc hosp",144.038478,24006413
"US","2023-04-15","75-130","rate hosp",0.4,24006413
"US","2023-04-15","75-130","inc hosp",96.025652,24006413
"US","2023-04-08","75-130","rate hosp",0.7,24006413
"US","2023-04-08","75-130","inc hosp",168.044891,24006413
"US","2023-04-01","75-130","rate hosp",1,24006413
"US","2023-04-01","75-130","inc hosp",240.06413,24006413
"US","2023-03-25","75-130","rate hosp",0.7,24006413
"US","2023-03-25","75-130","inc hosp",168.044891,24006413
"US","2023-03-18","75-130","rate hosp",1.3,24006413
"US","2023-03-18","75-130","inc hosp",312.083369,24006413
"US","2023-03-11","75-130","rate hosp",1.4,24006413
"US","2023-03-11","75-130","inc hosp",336.089782,24006413
"US","2023-03-04","75-130","rate hosp",1.4,24006413
"US","2023-03-04","75-130","inc hosp",336.089782,24006413
"US","2023-02-25","75-130","rate hosp",1.4,24006413
"US","2023-02-25","75-130","inc hosp",336.089782,24006413
"US","2023-02-18","75-130","rate hosp",1.8,24006413
"US","2023-02-18","75-130","inc hosp",432.115434,24006413
"US","2023-02-11","75-130","rate hosp",2,24006413
"US","2023-02-11","75-130","inc hosp",480.12826,24006413
"US","2023-02-04","75-130","rate hosp",2.3,24006413
"US","2023-02-04","75-130","inc hosp",552.147499,24006413
"US","2023-01-28","75-130","rate hosp",3,24006413
"US","2023-01-28","75-130","inc hosp",720.19239,24006413
"US","2023-01-21","75-130","rate hosp",2.9,24006413
"US","2023-01-21","75-130","inc hosp",696.185977,24006413
"US","2023-01-14","75-130","rate hosp",5.4,24006413
"US","2023-01-14","75-130","inc hosp",1296.346302,24006413
"US","2023-01-07","75-130","rate hosp",6,24006413
"US","2023-01-07","75-130","inc hosp",1440.38478,24006413
"US","2022-12-31","75-130","rate hosp",4.6,24006413
"US","2022-12-31","75-130","inc hosp",1104.294998,24006413
"US","2022-12-24","75-130","rate hosp",5.4,24006413
"US","2022-12-24","75-130","inc hosp",1296.346302,24006413
"US","2022-12-17","75-130","rate hosp",7.2,24006413
"US","2022-12-17","75-130","inc hosp",1728.461736,24006413
"US","2022-12-10","75-130","rate hosp",8.6,24006413
"US","2022-12-10","75-130","inc hosp",2064.551518,24006413
"US","2022-12-03","75-130","rate hosp",9.5,24006413
"US","2022-12-03","75-130","inc hosp",2280.609235,24006413
"US","2022-11-26","75-130","rate hosp",6.9,24006413
"US","2022-11-26","75-130","inc hosp",1656.442497,24006413
"US","2022-11-19","75-130","rate hosp",5.5,24006413
"US","2022-11-19","75-130","inc hosp",1320.352715,24006413
"US","2022-11-12","75-130","rate hosp",5.3,24006413
"US","2022-11-12","75-130","inc hosp",1272.339889,24006413
"US","2022-11-05","75-130","rate hosp",3.9,24006413
"US","2022-11-05","75-130","inc hosp",936.250107,24006413
"US","2022-10-29","75-130","rate hosp",2.7,24006413
"US","2022-10-29","75-130","inc hosp",648.173151,24006413
"US","2022-10-22","75-130","rate hosp",2.1,24006413
"US","2022-10-22","75-130","inc hosp",504.134673,24006413
"US","2022-10-15","75-130","rate hosp",2,24006413
"US","2022-10-15","75-130","inc hosp",480.12826,24006413
"US","2022-10-08","75-130","rate hosp",1.4,24006413
"US","2022-10-08","75-130","inc hosp",336.089782,24006413
"49","2023-09-30","0-130","rate hosp",0.1,3376238
"49","2023-09-30","0-130","inc hosp",3.376238,3376238
"49","2023-09-23","0-130","rate hosp",0,3376238
"49","2023-09-23","0-130","inc hosp",0,3376238
"49","2023-09-16","0-130","rate hosp",0.1,3376238
"49","2023-09-16","0-130","inc hosp",3.376238,3376238
"49","2023-09-09","0-130","rate hosp",0.1,3376238
"49","2023-09-09","0-130","inc hosp",3.376238,3376238
"49","2023-09-02","0-130","rate hosp",0.1,3376238
"49","2023-09-02","0-130","inc hosp",3.376238,3376238
"49","2023-08-26","0-130","rate hosp",0,3376238
"49","2023-08-26","0-130","inc hosp",0,3376238
"49","2023-08-19","0-130","rate hosp",0.1,3376238
"49","2023-08-19","0-130","inc hosp",3.376238,3376238
"49","2023-08-12","0-130","rate hosp",0,3376238
"49","2023-08-12","0-130","inc hosp",0,3376238
"49","2023-08-05","0-130","rate hosp",0,3376238
"49","2023-08-05","0-130","inc hosp",0,3376238
"49","2023-07-29","0-130","rate hosp",0,3376238
"49","2023-07-29","0-130","inc hosp",0,3376238
"49","2023-07-22","0-130","rate hosp",0,3376238
"49","2023-07-22","0-130","inc hosp",0,3376238
"49","2023-07-15","0-130","rate hosp",0,3376238
"49","2023-07-15","0-130","inc hosp",0,3376238
"49","2023-07-08","0-130","rate hosp",0,3376238
"49","2023-07-08","0-130","inc hosp",0,3376238
"49","2023-07-01","0-130","rate hosp",0,3376238
"49","2023-07-01","0-130","inc hosp",0,3376238
"49","2023-06-24","0-130","rate hosp",0,3376238
"49","2023-06-24","0-130","inc hosp",0,3376238
"49","2023-06-17","0-130","rate hosp",0.1,3376238
"49","2023-06-17","0-130","inc hosp",3.376238,3376238
"49","2023-06-10","0-130","rate hosp",0,3376238
"49","2023-06-10","0-130","inc hosp",0,3376238
"49","2023-06-03","0-130","rate hosp",0.1,3376238
"49","2023-06-03","0-130","inc hosp",3.376238,3376238
"49","2023-05-27","0-130","rate hosp",0.1,3376238
"49","2023-05-27","0-130","inc hosp",3.376238,3376238
"49","2023-05-20","0-130","rate hosp",0,3376238
"49","2023-05-20","0-130","inc hosp",0,3376238
"49","2023-05-13","0-130","rate hosp",0.1,3376238
"49","2023-05-13","0-130","inc hosp",3.376238,3376238
"49","2023-05-06","0-130","rate hosp",0,3376238
"49","2023-05-06","0-130","inc hosp",0,3376238
"49","2023-04-29","0-130","rate hosp",0,3376238
"49","2023-04-29","0-130","inc hosp",0,3376238
"49","2023-04-22","0-130","rate hosp",0.3,3376238
"49","2023-04-22","0-130","inc hosp",10.128714,3376238
"49","2023-04-15","0-130","rate hosp",0,3376238
"49","2023-04-15","0-130","inc hosp",0,3376238
"49","2023-04-08","0-130","rate hosp",0,3376238
"49","2023-04-08","0-130","inc hosp",0,3376238
"49","2023-04-01","0-130","rate hosp",0.2,3376238
"49","2023-04-01","0-130","inc hosp",6.752476,3376238
"49","2023-03-25","0-130","rate hosp",0.3,3376238
"49","2023-03-25","0-130","inc hosp",10.128714,3376238
"49","2023-03-18","0-130","rate hosp",0.3,3376238
"49","2023-03-18","0-130","inc hosp",10.128714,3376238
"49","2023-03-11","0-130","rate hosp",0.2,3376238
"49","2023-03-11","0-130","inc hosp",6.752476,3376238
"49","2023-03-04","0-130","rate hosp",0.2,3376238
"49","2023-03-04","0-130","inc hosp",6.752476,3376238
"49","2023-02-25","0-130","rate hosp",0.5,3376238
"49","2023-02-25","0-130","inc hosp",16.88119,3376238
"49","2023-02-18","0-130","rate hosp",1.3,3376238
"49","2023-02-18","0-130","inc hosp",43.891094,3376238
"49","2023-02-11","0-130","rate hosp",0.9,3376238
"49","2023-02-11","0-130","inc hosp",30.386142,3376238
"49","2023-02-04","0-130","rate hosp",0.4,3376238
"49","2023-02-04","0-130","inc hosp",13.504952,3376238
"49","2023-01-28","0-130","rate hosp",1.2,3376238
"49","2023-01-28","0-130","inc hosp",40.514856,3376238
"49","2023-01-21","0-130","rate hosp",1.2,3376238
"49","2023-01-21","0-130","inc hosp",40.514856,3376238
"49","2023-01-14","0-130","rate hosp",2.2,3376238
"49","2023-01-14","0-130","inc hosp",74.277236,3376238
"49","2023-01-07","0-130","rate hosp",2.4,3376238
"49","2023-01-07","0-130","inc hosp",81.029712,3376238
"49","2022-12-31","0-130","rate hosp",4.6,3376238
"49","2022-12-31","0-130","inc hosp",155.306948,3376238
"49","2022-12-24","0-130","rate hosp",3.7,3376238
"49","2022-12-24","0-130","inc hosp",124.920806,3376238
"49","2022-12-17","0-130","rate hosp",5.5,3376238
"49","2022-12-17","0-130","inc hosp",185.69309,3376238
"49","2022-12-10","0-130","rate hosp",7.6,3376238
"49","2022-12-10","0-130","inc hosp",256.594088,3376238
"49","2022-12-03","0-130","rate hosp",9.7,3376238
"49","2022-12-03","0-130","inc hosp",327.495086,3376238
"49","2022-11-26","0-130","rate hosp",9.7,3376238
"49","2022-11-26","0-130","inc hosp",327.495086,3376238
"49","2022-11-19","0-130","rate hosp",6.9,3376238
"49","2022-11-19","0-130","inc hosp",232.960422,3376238
"49","2022-11-12","0-130","rate hosp",7,3376238
"49","2022-11-12","0-130","inc hosp",236.33666,3376238
"49","2022-11-05","0-130","rate hosp",5.2,3376238
"49","2022-11-05","0-130","inc hosp",175.564376,3376238
"49","2022-10-29","0-130","rate hosp",3.2,3376238
"49","2022-10-29","0-130","inc hosp",108.039616,3376238
"49","2022-10-22","0-130","rate hosp",1.7,3376238
"49","2022-10-22","0-130","inc hosp",57.396046,3376238
"49","2022-10-15","0-130","rate hosp",1,3376238
"49","2022-10-15","0-130","inc hosp",33.76238,3376238
"49","2022-10-08","0-130","rate hosp",0.8,3376238
"49","2022-10-08","0-130","inc hosp",27.009904,3376238
"49","2023-09-30","1-1.99","rate hosp",0,45123
"49","2023-09-30","1-1.99","inc hosp",0,45123
"49","2023-09-23","1-1.99","rate hosp",0,45123
"49","2023-09-23","1-1.99","inc hosp",0,45123
"49","2023-09-16","1-1.99","rate hosp",0,45123
"49","2023-09-16","1-1.99","inc hosp",0,45123
"49","2023-09-09","1-1.99","rate hosp",0,45123
"49","2023-09-09","1-1.99","inc hosp",0,45123
"49","2023-09-02","1-1.99","rate hosp",0,45123
"49","2023-09-02","1-1.99","inc hosp",0,45123
"49","2023-08-26","1-1.99","rate hosp",0,45123
"49","2023-08-26","1-1.99","inc hosp",0,45123
"49","2023-08-19","1-1.99","rate hosp",0,45123
"49","2023-08-19","1-1.99","inc hosp",0,45123
"49","2023-08-12","1-1.99","rate hosp",0,45123
"49","2023-08-12","1-1.99","inc hosp",0,45123
"49","2023-08-05","1-1.99","rate hosp",0,45123
"49","2023-08-05","1-1.99","inc hosp",0,45123
"49","2023-07-29","1-1.99","rate hosp",0,45123
"49","2023-07-29","1-1.99","inc hosp",0,45123
"49","2023-07-22","1-1.99","rate hosp",0,45123
"49","2023-07-22","1-1.99","inc hosp",0,45123
"49","2023-07-15","1-1.99","rate hosp",0,45123
"49","2023-07-15","1-1.99","inc hosp",0,45123
"49","2023-07-08","1-1.99","rate hosp",0,45123
"49","2023-07-08","1-1.99","inc hosp",0,45123
"49","2023-07-01","1-1.99","rate hosp",0,45123
"49","2023-07-01","1-1.99","inc hosp",0,45123
"49","2023-06-24","1-1.99","rate hosp",0,45123
"49","2023-06-24","1-1.99","inc hosp",0,45123
"49","2023-06-17","1-1.99","rate hosp",0,45123
"49","2023-06-17","1-1.99","inc hosp",0,45123
"49","2023-06-10","1-1.99","rate hosp",0,45123
"49","2023-06-10","1-1.99","inc hosp",0,45123
"49","2023-06-03","1-1.99","rate hosp",0,45123
"49","2023-06-03","1-1.99","inc hosp",0,45123
"49","2023-05-27","1-1.99","rate hosp",0,45123
"49","2023-05-27","1-1.99","inc hosp",0,45123
"49","2023-05-20","1-1.99","rate hosp",0,45123
"49","2023-05-20","1-1.99","inc hosp",0,45123
"49","2023-05-13","1-1.99","rate hosp",0,45123
"49","2023-05-13","1-1.99","inc hosp",0,45123
"49","2023-05-06","1-1.99","rate hosp",0,45123
"49","2023-05-06","1-1.99","inc hosp",0,45123
"49","2023-04-29","1-1.99","rate hosp",0,45123
"49","2023-04-29","1-1.99","inc hosp",0,45123
"49","2023-04-22","1-1.99","rate hosp",7,45123
"49","2023-04-22","1-1.99","inc hosp",3.15861,45123
"49","2023-04-15","1-1.99","rate hosp",0,45123
"49","2023-04-15","1-1.99","inc hosp",0,45123
"49","2023-04-08","1-1.99","rate hosp",0,45123
"49","2023-04-08","1-1.99","inc hosp",0,45123
"49","2023-04-01","1-1.99","rate hosp",0,45123
"49","2023-04-01","1-1.99","inc hosp",0,45123
"49","2023-03-25","1-1.99","rate hosp",0,45123
"49","2023-03-25","1-1.99","inc hosp",0,45123
"49","2023-03-18","1-1.99","rate hosp",0,45123
"49","2023-03-18","1-1.99","inc hosp",0,45123
"49","2023-03-11","1-1.99","rate hosp",0,45123
"49","2023-03-11","1-1.99","inc hosp",0,45123
"49","2023-03-04","1-1.99","rate hosp",0,45123
"49","2023-03-04","1-1.99","inc hosp",0,45123
"49","2023-02-25","1-1.99","rate hosp",7,45123
"49","2023-02-25","1-1.99","inc hosp",3.15861,45123
"49","2023-02-18","1-1.99","rate hosp",20.9,45123
"49","2023-02-18","1-1.99","inc hosp",9.430707,45123
"49","2023-02-11","1-1.99","rate hosp",13.9,45123
"49","2023-02-11","1-1.99","inc hosp",6.272097,45123
"49","2023-02-04","1-1.99","rate hosp",7,45123
"49","2023-02-04","1-1.99","inc hosp",3.15861,45123
"49","2023-01-28","1-1.99","rate hosp",0,45123
"49","2023-01-28","1-1.99","inc hosp",0,45123
"49","2023-01-21","1-1.99","rate hosp",7,45123
"49","2023-01-21","1-1.99","inc hosp",3.15861,45123
"49","2023-01-14","1-1.99","rate hosp",20.9,45123
"49","2023-01-14","1-1.99","inc hosp",9.430707,45123
"49","2023-01-07","1-1.99","rate hosp",20.9,45123
"49","2023-01-07","1-1.99","inc hosp",9.430707,45123
"49","2022-12-31","1-1.99","rate hosp",62.8,45123
"49","2022-12-31","1-1.99","inc hosp",28.337244,45123
"49","2022-12-24","1-1.99","rate hosp",48.8,45123
"49","2022-12-24","1-1.99","inc hosp",22.020024,45123
"49","2022-12-17","1-1.99","rate hosp",27.9,45123
"49","2022-12-17","1-1.99","inc hosp",12.589317,45123
"49","2022-12-10","1-1.99","rate hosp",76.7,45123
"49","2022-12-10","1-1.99","inc hosp",34.609341,45123
"49","2022-12-03","1-1.99","rate hosp",104.6,45123
"49","2022-12-03","1-1.99","inc hosp",47.198658,45123
"49","2022-11-26","1-1.99","rate hosp",146.5,45123
"49","2022-11-26","1-1.99","inc hosp",66.105195,45123
"49","2022-11-19","1-1.99","rate hosp",62.8,45123
"49","2022-11-19","1-1.99","inc hosp",28.337244,45123
"49","2022-11-12","1-1.99","rate hosp",83.7,45123
"49","2022-11-12","1-1.99","inc hosp",37.767951,45123
"49","2022-11-05","1-1.99","rate hosp",83.7,45123
"49","2022-11-05","1-1.99","inc hosp",37.767951,45123
"49","2022-10-29","1-1.99","rate hosp",20.9,45123
"49","2022-10-29","1-1.99","inc hosp",9.430707,45123
"49","2022-10-22","1-1.99","rate hosp",7,45123
"49","2022-10-22","1-1.99","inc hosp",3.15861,45123
"49","2022-10-15","1-1.99","rate hosp",13.9,45123
"49","2022-10-15","1-1.99","inc hosp",6.272097,45123
"49","2022-10-08","1-1.99","rate hosp",20.9,45123
"49","2022-10-08","1-1.99","inc hosp",9.430707,45123
"47","2023-09-30","0-130","rate hosp",0.6,7030607
"47","2023-09-30","0-130","inc hosp",42.183642,7030607
"47","2023-09-23","0-130","rate hosp",0.8,7030607
"47","2023-09-23","0-130","inc hosp",56.244856,7030607
"47","2023-09-16","0-130","rate hosp",0.2,7030607
"47","2023-09-16","0-130","inc hosp",14.061214,7030607
"47","2023-09-09","0-130","rate hosp",0.5,7030607
"47","2023-09-09","0-130","inc hosp",35.153035,7030607
"47","2023-09-02","0-130","rate hosp",0.3,7030607
"47","2023-09-02","0-130","inc hosp",21.091821,7030607
"47","2023-08-26","0-130","rate hosp",0.2,7030607
"47","2023-08-26","0-130","inc hosp",14.061214,7030607
"47","2023-08-19","0-130","rate hosp",0.2,7030607
"47","2023-08-19","0-130","inc hosp",14.061214,7030607
"47","2023-08-12","0-130","rate hosp",0.2,7030607
"47","2023-08-12","0-130","inc hosp",14.061214,7030607
"47","2023-08-05","0-130","rate hosp",0.1,7030607
"47","2023-08-05","0-130","inc hosp",7.030607,7030607
"47","2023-07-29","0-130","rate hosp",0.1,7030607
"47","2023-07-29","0-130","inc hosp",7.030607,7030607
"47","2023-07-22","0-130","rate hosp",0.1,7030607
"47","2023-07-22","0-130","inc hosp",7.030607,7030607
"47","2023-07-15","0-130","rate hosp",0,7030607
"47","2023-07-15","0-130","inc hosp",0,7030607
"47","2023-07-08","0-130","rate hosp",0,7030607
"47","2023-07-08","0-130","inc hosp",0,7030607
"47","2023-07-01","0-130","rate hosp",0,7030607
"47","2023-07-01","0-130","inc hosp",0,7030607
"47","2023-06-24","0-130","rate hosp",0.1,7030607
"47","2023-06-24","0-130","inc hosp",7.030607,7030607
"47","2023-06-17","0-130","rate hosp",0.1,7030607
"47","2023-06-17","0-130","inc hosp",7.030607,7030607
"47","2023-06-10","0-130","rate hosp",0.2,7030607
"47","2023-06-10","0-130","inc hosp",14.061214,7030607
"47","2023-06-03","0-130","rate hosp",0.1,7030607
"47","2023-06-03","0-130","inc hosp",7.030607,7030607
"47","2023-05-27","0-130","rate hosp",0,7030607
"47","2023-05-27","0-130","inc hosp",0,7030607
"47","2023-05-20","0-130","rate hosp",0,7030607
"47","2023-05-20","0-130","inc hosp",0,7030607
"47","2023-05-13","0-130","rate hosp",0.1,7030607
"47","2023-05-13","0-130","inc hosp",7.030607,7030607
"47","2023-05-06","0-130","rate hosp",0.1,7030607
"47","2023-05-06","0-130","inc hosp",7.030607,7030607
"47","2023-04-29","0-130","rate hosp",0.1,7030607
"47","2023-04-29","0-130","inc hosp",7.030607,7030607
"47","2023-04-22","0-130","rate hosp",0.2,7030607
"47","2023-04-22","0-130","inc hosp",14.061214,7030607
"47","2023-04-15","0-130","rate hosp",0.1,7030607
"47","2023-04-15","0-130","inc hosp",7.030607,7030607
"47","2023-04-08","0-130","rate hosp",0.1,7030607
"47","2023-04-08","0-130","inc hosp",7.030607,7030607
"47","2023-04-01","0-130","rate hosp",0.1,7030607
"47","2023-04-01","0-130","inc hosp",7.030607,7030607
"47","2023-03-25","0-130","rate hosp",0.1,7030607
"47","2023-03-25","0-130","inc hosp",7.030607,7030607
"47","2023-03-18","0-130","rate hosp",0.1,7030607
"47","2023-03-18","0-130","inc hosp",7.030607,7030607
"47","2023-03-11","0-130","rate hosp",0,7030607
"47","2023-03-11","0-130","inc hosp",0,7030607
"47","2023-03-04","0-130","rate hosp",0.3,7030607
"47","2023-03-04","0-130","inc hosp",21.091821,7030607
"47","2023-02-25","0-130","rate hosp",0,7030607
"47","2023-02-25","0-130","inc hosp",0,7030607
"47","2023-02-18","0-130","rate hosp",0.1,7030607
"47","2023-02-18","0-130","inc hosp",7.030607,7030607
"47","2023-02-11","0-130","rate hosp",0.2,7030607
"47","2023-02-11","0-130","inc hosp",14.061214,7030607
"47","2023-02-04","0-130","rate hosp",0.2,7030607
"47","2023-02-04","0-130","inc hosp",14.061214,7030607
"47","2023-01-28","0-130","rate hosp",0.2,7030607
"47","2023-01-28","0-130","inc hosp",14.061214,7030607
"47","2023-01-21","0-130","rate hosp",0.3,7030607
"47","2023-01-21","0-130","inc hosp",21.091821,7030607
"47","2023-01-14","0-130","rate hosp",0.6,7030607
"47","2023-01-14","0-130","inc hosp",42.183642,7030607
"47","2023-01-07","0-130","rate hosp",0.8,7030607
"47","2023-01-07","0-130","inc hosp",56.244856,7030607
"47","2022-12-31","0-130","rate hosp",0.8,7030607
"47","2022-12-31","0-130","inc hosp",56.244856,7030607
"47","2022-12-24","0-130","rate hosp",0.6,7030607
"47","2022-12-24","0-130","inc hosp",42.183642,7030607
"47","2022-12-17","0-130","rate hosp",0.6,7030607
"47","2022-12-17","0-130","inc hosp",42.183642,7030607
"47","2022-12-10","0-130","rate hosp",0.8,7030607
"47","2022-12-10","0-130","inc hosp",56.244856,7030607
"47","2022-12-03","0-130","rate hosp",1,7030607
"47","2022-12-03","0-130","inc hosp",70.30607,7030607
"47","2022-11-26","0-130","rate hosp",0.7,7030607
"47","2022-11-26","0-130","inc hosp",49.214249,7030607
"47","2022-11-19","0-130","rate hosp",1,7030607
"47","2022-11-19","0-130","inc hosp",70.30607,7030607
"47","2022-11-12","0-130","rate hosp",1.3,7030607
"47","2022-11-12","0-130","inc hosp",91.397891,7030607
"47","2022-11-05","0-130","rate hosp",1.8,7030607
"47","2022-11-05","0-130","inc hosp",126.550926,7030607
"47","2022-10-29","0-130","rate hosp",2,7030607
"47","2022-10-29","0-130","inc hosp",140.61214,7030607
"47","2022-10-22","0-130","rate hosp",2,7030607
"47","2022-10-22","0-130","inc hosp",140.61214,7030607
"47","2022-10-15","0-130","rate hosp",2.4,7030607
"47","2022-10-15","0-130","inc hosp",168.734568,7030607
"47","2022-10-08","0-130","rate hosp",1.2,7030607
"47","2022-10-08","0-130","inc hosp",84.367284,7030607
"47","2023-09-30","1-1.99","rate hosp",13.6,79643
"47","2023-09-30","1-1.99","inc hosp",10.831448,79643
"47","2023-09-23","1-1.99","rate hosp",0,79643
"47","2023-09-23","1-1.99","inc hosp",0,79643
"47","2023-09-16","1-1.99","rate hosp",4.5,79643
"47","2023-09-16","1-1.99","inc hosp",3.583935,79643
"47","2023-09-09","1-1.99","rate hosp",0,79643
"47","2023-09-09","1-1.99","inc hosp",0,79643
"47","2023-09-02","1-1.99","rate hosp",4.5,79643
"47","2023-09-02","1-1.99","inc hosp",3.583935,79643
"47","2023-08-26","1-1.99","rate hosp",4.5,79643
"47","2023-08-26","1-1.99","inc hosp",3.583935,79643
"47","2023-08-19","1-1.99","rate hosp",0,79643
"47","2023-08-19","1-1.99","inc hosp",0,79643
"47","2023-08-12","1-1.99","rate hosp",0,79643
"47","2023-08-12","1-1.99","inc hosp",0,79643
"47","2023-08-05","1-1.99","rate hosp",4.5,79643
"47","2023-08-05","1-1.99","inc hosp",3.583935,79643
"47","2023-07-29","1-1.99","rate hosp",9.1,79643
"47","2023-07-29","1-1.99","inc hosp",7.247513,79643
"47","2023-07-22","1-1.99","rate hosp",4.5,79643
"47","2023-07-22","1-1.99","inc hosp",3.583935,79643
"47","2023-07-15","1-1.99","rate hosp",0,79643
"47","2023-07-15","1-1.99","inc hosp",0,79643
"47","2023-07-08","1-1.99","rate hosp",0,79643
"47","2023-07-08","1-1.99","inc hosp",0,79643
"47","2023-07-01","1-1.99","rate hosp",0,79643
"47","2023-07-01","1-1.99","inc hosp",0,79643
"47","2023-06-24","1-1.99","rate hosp",0,79643
"47","2023-06-24","1-1.99","inc hosp",0,79643
"47","2023-06-17","1-1.99","rate hosp",0,79643
"47","2023-06-17","1-1.99","inc hosp",0,79643
"47","2023-06-10","1-1.99","rate hosp",0,79643
"47","2023-06-10","1-1.99","inc hosp",0,79643
"47","2023-06-03","1-1.99","rate hosp",0,79643
"47","2023-06-03","1-1.99","inc hosp",0,79643
"47","2023-05-27","1-1.99","rate hosp",0,79643
"47","2023-05-27","1-1.99","inc hosp",0,79643
"47","2023-05-20","1-1.99","rate hosp",0,79643
"47","2023-05-20","1-1.99","inc hosp",0,79643
"47","2023-05-13","1-1.99","rate hosp",0,79643
"47","2023-05-13","1-1.99","inc hosp",0,79643
"47","2023-05-06","1-1.99","rate hosp",0,79643
"47","2023-05-06","1-1.99","inc hosp",0,79643
"47","2023-04-29","1-1.99","rate hosp",0,79643
"47","2023-04-29","1-1.99","inc hosp",0,79643
"47","2023-04-22","1-1.99","rate hosp",0,79643
"47","2023-04-22","1-1.99","inc hosp",0,79643
"47","2023-04-15","1-1.99","rate hosp",4.5,79643
"47","2023-04-15","1-1.99","inc hosp",3.583935,79643
"47","2023-04-08","1-1.99","rate hosp",0,79643
"47","2023-04-08","1-1.99","inc hosp",0,79643
"47","2023-04-01","1-1.99","rate hosp",0,79643
"47","2023-04-01","1-1.99","inc hosp",0,79643
"47","2023-03-25","1-1.99","rate hosp",0,79643
"47","2023-03-25","1-1.99","inc hosp",0,79643
"47","2023-03-18","1-1.99","rate hosp",4.5,79643
"47","2023-03-18","1-1.99","inc hosp",3.583935,79643
"47","2023-03-11","1-1.99","rate hosp",0,79643
"47","2023-03-11","1-1.99","inc hosp",0,79643
"47","2023-03-04","1-1.99","rate hosp",9.1,79643
"47","2023-03-04","1-1.99","inc hosp",7.247513,79643
"47","2023-02-25","1-1.99","rate hosp",0,79643
"47","2023-02-25","1-1.99","inc hosp",0,79643
"47","2023-02-18","1-1.99","rate hosp",0,79643
"47","2023-02-18","1-1.99","inc hosp",0,79643
"47","2023-02-11","1-1.99","rate hosp",0,79643
"47","2023-02-11","1-1.99","inc hosp",0,79643
"47","2023-02-04","1-1.99","rate hosp",0,79643
"47","2023-02-04","1-1.99","inc hosp",0,79643
"47","2023-01-28","1-1.99","rate hosp",0,79643
"47","2023-01-28","1-1.99","inc hosp",0,79643
"47","2023-01-21","1-1.99","rate hosp",4.5,79643
"47","2023-01-21","1-1.99","inc hosp",3.583935,79643
"47","2023-01-14","1-1.99","rate hosp",22.7,79643
"47","2023-01-14","1-1.99","inc hosp",18.078961,79643
"47","2023-01-07","1-1.99","rate hosp",9.1,79643
"47","2023-01-07","1-1.99","inc hosp",7.247513,79643
"47","2022-12-31","1-1.99","rate hosp",0,79643
"47","2022-12-31","1-1.99","inc hosp",0,79643
"47","2022-12-24","1-1.99","rate hosp",4.5,79643
"47","2022-12-24","1-1.99","inc hosp",3.583935,79643
"47","2022-12-17","1-1.99","rate hosp",4.5,79643
"47","2022-12-17","1-1.99","inc hosp",3.583935,79643
"47","2022-12-10","1-1.99","rate hosp",4.5,79643
"47","2022-12-10","1-1.99","inc hosp",3.583935,79643
"47","2022-12-03","1-1.99","rate hosp",9.1,79643
"47","2022-12-03","1-1.99","inc hosp",7.247513,79643
"47","2022-11-26","1-1.99","rate hosp",0,79643
"47","2022-11-26","1-1.99","inc hosp",0,79643
"47","2022-11-19","1-1.99","rate hosp",13.6,79643
"47","2022-11-19","1-1.99","inc hosp",10.831448,79643
"47","2022-11-12","1-1.99","rate hosp",4.5,79643
"47","2022-11-12","1-1.99","inc hosp",3.583935,79643
"47","2022-11-05","1-1.99","rate hosp",31.8,79643
"47","2022-11-05","1-1.99","inc hosp",25.326474,79643
"47","2022-10-29","1-1.99","rate hosp",9.1,79643
